test_instance_evrp: 1, 206786.00, 206786.00, 1.00, subproblem = 1, timelimit = 1
test_instance_evrp: 9, 1186717.00, 1186717.00, 32.37, subproblem = 1, timelimit = 630
test_instance_evrp: 11, 1298004.00, 1304167.50, 48.84, subproblem = 1, timelimit = 630
test_instance_evrp: 10, 1298560.00, 1306887.00, 25.69, subproblem = 1, timelimit = 630
test_instance_evrp: 10, 1246659.00, 1255139.00, 19.70, subproblem = 1, timelimit = 630
test_instance_evrp: 9, 1170240.00, 1170253.00, 19.06, subproblem = 1, timelimit = 630
test_instance_evrp: 9, 1202812.00, 1202812.00, 12.63, subproblem = 1, timelimit = 630
test_instance_evrp: 9, 1108275.00, 1109275.50, 41.92, subproblem = 1, timelimit = 630
test_instance_evrp: 10, 1246176.00, 1246909.00, 16.46, subproblem = 1, timelimit = 630
test_instance_evrp: 10, 1212858.00, 1213941.50, 34.77, subproblem = 1, timelimit = 630
test_instance_evrp: 11, 1367145.00, 1367349.50, 54.58, subproblem = 1, timelimit = 630
test_instance_evrp: 11, 1382847.00, 1384328.00, 31.38, subproblem = 1, timelimit = 630
test_instance_evrp: 11, 1358698.00, 1362470.00, 43.08, subproblem = 1, timelimit = 630
test_instance_evrp: 11, 1329714.00, 1334078.50, 45.86, subproblem = 1, timelimit = 630
test_instance_evrp: 11, 1363679.00, 1373099.50, 26.74, subproblem = 1, timelimit = 630
test_instance_evrp: 10, 1317080.00, 1318991.00, 37.93, subproblem = 1, timelimit = 630
test_instance_evrp: 10, 1267026.00, 1269934.50, 28.15, subproblem = 1, timelimit = 630
test_instance_evrp: 10, 1324469.00, 1325621.50, 42.67, subproblem = 1, timelimit = 630
test_instance_evrp: 11, 1377588.00, 1377872.50, 54.98, subproblem = 1, timelimit = 630
test_instance_evrp: 11, 1342813.00, 1342813.00, 41.30, subproblem = 1, timelimit = 630
test_instance_evrp: 10, 1295055.00, 1298682.00, 40.46, subproblem = 1, timelimit = 630
